Time,Rep,PopSizeF,PopSizeM,PopSize,avg_tau,avg_p,avg_chi,avg_t,avg_gamma,avg_surviving_offspring_per_mother,avg_dead_offspring_per_mother,avg_survivalprob_true,avg_survivalprob_rando,avg_Res
27470,7,528,472,1000,0.807847,1.14455,10,0.806736,0.192783,1.89394,6.36174,0.225013,0.173939,0.998754
27480,7,510,490,1000,0.80673,1.14241,10,0.804388,0.192809,1.96078,6.82353,0.222483,0.174679,1.00466
27490,7,519,481,1000,0.803834,1.13715,10,0.79427,0.193321,1.92678,6.48362,0.226034,0.175357,0.999548
27500,7,500,500,1000,0.807462,1.12661,10,0.794246,0.189268,2,7.346,0.222248,0.171227,0.991919
27510,7,493,507,1000,0.804451,1.12156,10,0.805466,0.195806,2.0284,7.20892,0.224567,0.176224,0.996808
27520,7,486,514,1000,0.805137,1.11857,10,0.797559,0.19225,2.05761,7.02675,0.222802,0.173947,1.00169
27530,7,498,502,1000,0.801651,1.11312,10,0.811651,0.202028,2.00803,6.50402,0.230417,0.181115,1.00077
27540,7,516,484,1000,0.80137,1.11949,10,0.800589,0.19845,1.93798,5.92248,0.229971,0.179209,0.990762
27550,7,493,507,1000,0.804096,1.12885,10,0.806653,0.196053,2.0284,7.06085,0.227047,0.175658,1.00391
27560,7,499,501,1000,0.801368,1.1352,10,0.817715,0.203326,2.00401,6.88577,0.232117,0.183236,1.01209
27570,7,485,515,1000,0.803611,1.13719,10,0.794255,0.195633,2.06186,7.01649,0.226757,0.176071,0.995277
27580,7,526,474,1000,0.802921,1.13995,10,0.818271,0.200716,1.90114,6.34601,0.228951,0.179051,1.01361
27590,7,473,527,1000,0.80494,1.13246,10,0.784478,0.190353,2.11416,7.51163,0.222662,0.171807,0.996742
27600,7,502,498,1000,0.805814,1.14492,10,0.805941,0.19278,1.99203,7.3247,0.220445,0.174417,1.0019
27610,7,498,502,1000,0.803864,1.14946,10,0.816672,0.200185,2.00803,7.06024,0.227203,0.180581,1.00935
27620,7,493,507,1000,0.805308,1.15304,10,0.808857,0.196944,2.0284,7.07302,0.2274,0.17731,0.995506
27630,7,520,480,1000,0.808223,1.15606,10,0.802616,0.19031,1.92308,6.79808,0.218698,0.171164,0.991673
27640,7,521,479,1000,0.810795,1.15226,10,0.795862,0.186345,1.91939,6.77543,0.216462,0.168736,0.994364
27650,7,516,484,1000,0.804801,1.14786,10,0.788059,0.190685,1.93798,6.66667,0.222749,0.173712,0.98427
27660,7,503,497,1000,0.805239,1.14142,10,0.817003,0.198398,1.98807,7.15308,0.224748,0.178578,1.01222
27670,7,504,496,1000,0.806814,1.14947,10,0.805615,0.192002,1.98413,6.57937,0.217373,0.173513,0.994155
27680,7,471,529,1000,0.80131,1.1451,10,0.812243,0.200801,2.12314,7.19321,0.232387,0.179036,1.01304
27690,7,507,493,1000,0.805771,1.13549,10,0.794608,0.193017,1.97239,6.73373,0.225824,0.173593,0.992494
27700,7,487,513,1000,0.80547,1.14108,10,0.800744,0.192794,2.05339,7.26694,0.22409,0.174143,1.00577
27710,7,510,490,1000,0.805859,1.15079,10,0.805045,0.195747,1.96078,6.47451,0.224813,0.17758,1.01306
27720,7,507,493,1000,0.808984,1.1522,10,0.799032,0.188016,1.97239,6.9211,0.217638,0.170214,0.99487
27730,7,476,524,1000,0.807986,1.14408,10,0.80469,0.191205,2.10084,7.26891,0.223082,0.172408,1.00821
27740,7,497,503,1000,0.804006,1.13837,10,0.830547,0.203484,2.01207,7.47082,0.231852,0.18276,1.0162
27750,7,485,515,1000,0.805254,1.14024,10,0.795849,0.192784,2.06186,7.56701,0.227901,0.173745,0.987502
27760,7,491,509,1000,0.804601,1.13934,10,0.792171,0.193069,2.03666,6.92872,0.225534,0.173478,0.992941
27770,7,511,489,1000,0.805655,1.1458,10,0.787005,0.189669,1.95695,6.94325,0.220892,0.172062,0.994739
27780,7,483,517,1000,0.804867,1.14967,10,0.808626,0.195568,2.07039,7.04348,0.226076,0.176859,0.993061
27790,7,493,507,1000,0.803153,1.15708,10,0.793025,0.194704,2.0284,6.90872,0.226148,0.175607,1.00154
27800,7,474,526,1000,0.803782,1.15544,10,0.811369,0.198828,2.1097,7.14979,0.229644,0.179425,0.999114
27810,7,470,530,1000,0.804643,1.15715,10,0.805525,0.196402,2.12766,7.31489,0.227515,0.177289,1.0005
27820,7,505,495,1000,0.805512,1.1473,10,0.813932,0.196071,1.9802,7.16238,0.223862,0.175867,1.00047
27830,7,526,474,1000,0.805551,1.15019,10,0.826575,0.199497,1.90114,6.78707,0.22636,0.179709,1.01699
27840,7,490,510,1000,0.805403,1.15242,10,0.804001,0.195382,2.04082,6.87347,0.228614,0.177017,1.00247
27850,7,477,523,1000,0.806154,1.15059,10,0.821072,0.197536,2.09644,6.77149,0.228187,0.178074,1.01558
27860,7,512,488,1000,0.80752,1.15507,10,0.812581,0.192858,1.95312,6.89453,0.224202,0.173654,1.00123
27870,7,507,493,1000,0.804955,1.15341,10,0.787551,0.191018,1.97239,7.13807,0.222447,0.173108,0.991436
27880,7,504,496,1000,0.805073,1.15161,10,0.802169,0.19451,1.98413,6.78373,0.225702,0.175511,1.00603
27890,7,510,490,1000,0.805613,1.14181,10,0.817544,0.197493,1.96078,6.73922,0.227463,0.178614,0.996071
27900,7,493,507,1000,0.804981,1.14704,10,0.813288,0.197331,2.0284,6.58418,0.227851,0.177715,0.99586
27910,7,496,504,1000,0.804593,1.14208,10,0.800399,0.194012,2.01613,6.62298,0.228194,0.175799,0.994857
27920,7,509,491,1000,0.803273,1.14973,10,0.807951,0.19735,1.96464,6.46758,0.226616,0.178101,0.99645
27930,7,500,500,1000,0.802954,1.14868,10,0.806454,0.199062,2,6.894,0.228863,0.17976,0.987216
27940,7,494,506,1000,0.801515,1.14655,10,0.814816,0.201535,2.02429,6.61741,0.230321,0.180128,1.004
27950,7,493,507,1000,0.80115,1.14737,10,0.800447,0.198728,2.0284,7.2211,0.229081,0.180544,0.99728
27960,7,504,496,1000,0.800901,1.14863,10,0.790714,0.196772,1.98413,6.84722,0.229435,0.178012,0.995166
27970,7,491,509,1000,0.798403,1.14222,10,0.816809,0.206593,2.03666,6.63544,0.233433,0.186784,1.02258
27980,7,493,507,1000,0.800503,1.14469,10,0.822416,0.203628,2.0284,6.81542,0.231482,0.183336,1.00652
27990,7,492,508,1000,0.802089,1.14758,10,0.798298,0.196802,2.03252,6.88008,0.227937,0.176456,0.984443
28000,7,516,484,1000,0.802533,1.14751,10,0.79818,0.195913,1.93798,7.33527,0.224023,0.176757,0.999255
28010,7,532,468,1000,0.805292,1.14861,10,0.810675,0.196397,1.8797,5.95677,0.225034,0.175882,1.00508
28020,7,483,517,1000,0.806434,1.14843,10,0.807345,0.191815,2.07039,7.40994,0.221685,0.17272,1.01122
28030,7,497,503,1000,0.809152,1.14055,10,0.804549,0.191683,2.01207,6.58954,0.223577,0.172828,0.988709
28040,7,496,504,1000,0.809384,1.14345,10,0.815587,0.192907,2.01613,7.15726,0.222833,0.17396,1.00081
28050,7,483,517,1000,0.802928,1.14185,10,0.806162,0.197518,2.07039,7.09731,0.224244,0.177096,1.00829
28060,7,490,510,1000,0.803231,1.14402,10,0.805518,0.196337,2.04082,7.26735,0.224355,0.175695,0.995919
28070,7,491,509,1000,0.80309,1.1447,10,0.814994,0.199993,2.03666,7.00815,0.228862,0.179994,1.00854
28080,7,498,502,1000,0.806564,1.14586,10,0.79891,0.190849,2.00803,6.71084,0.219612,0.170854,0.987338
28090,7,502,498,1000,0.806886,1.14702,10,0.810279,0.193387,1.99203,7.29681,0.222084,0.174976,0.994358
28100,7,482,518,1000,0.810437,1.15314,10,0.816122,0.190321,2.07469,7.73651,0.221737,0.172626,1.01342
28110,7,496,504,1000,0.808148,1.15215,10,0.82675,0.196274,2.01613,7.1371,0.22223,0.176017,1.00596
28120,7,480,520,1000,0.80844,1.14937,10,0.824558,0.19483,2.08333,7.6,0.221076,0.17562,1.00729
28130,7,481,519,1000,0.81134,1.14674,10,0.823139,0.191232,2.079,6.76923,0.220095,0.173598,1.01138
28140,7,499,501,1000,0.808174,1.14794,10,0.820078,0.194526,2.00401,7.1523,0.223252,0.175758,1.01105
28150,7,482,518,1000,0.806872,1.14727,10,0.808206,0.194775,2.07469,7.19502,0.222116,0.175467,1.00485
28160,7,507,493,1000,0.810079,1.1482,10,0.828606,0.196456,1.97239,7.0217,0.223953,0.176743,1.00861
28170,7,513,487,1000,0.811004,1.15352,10,0.812488,0.188725,1.94932,6.95712,0.216827,0.170659,1.00839
28180,7,536,464,1000,0.809036,1.15362,10,0.809091,0.190011,1.86567,6.71828,0.220442,0.171466,0.994826
28190,7,475,525,1000,0.807418,1.14922,10,0.799252,0.191031,2.10526,7.87368,0.218357,0.171542,0.996652
28200,7,502,498,1000,0.803157,1.14729,10,0.824989,0.202274,1.99203,6.71713,0.22798,0.181171,1.01715
28210,7,493,507,1000,0.804873,1.1543,10,0.794725,0.192195,2.0284,7.07708,0.225469,0.174137,1.00867
28220,7,479,521,1000,0.804706,1.14901,10,0.812557,0.196357,2.08768,7.34447,0.221359,0.17629,1.009
28230,7,478,522,1000,0.803126,1.15767,10,0.809208,0.19809,2.09205,6.99791,0.227251,0.177951,1.0016
28240,7,495,505,1000,0.803638,1.1566,10,0.795944,0.194087,2.0202,7.3798,0.22252,0.175045,0.995317
28250,7,469,531,1000,0.803934,1.15902,10,0.786211,0.192557,2.1322,7.69083,0.220285,0.174589,0.994241
28260,7,484,516,1000,0.806973,1.15896,10,0.819536,0.197498,2.06612,6.95248,0.22541,0.177027,1.00229
28270,7,500,500,1000,0.808464,1.1587,10,0.80752,0.191181,2,6.636,0.222292,0.172452,1.00322
28280,7,474,526,1000,0.811415,1.15048,10,0.806787,0.186907,2.1097,8.10338,0.216067,0.1692,1.00187
28290,7,479,521,1000,0.810617,1.14681,10,0.806819,0.188312,2.08768,7.80376,0.214618,0.171313,1.00494
28300,7,508,492,1000,0.807637,1.14075,10,0.803735,0.191009,1.9685,6.99606,0.218406,0.172586,0.988497
28310,7,509,491,1000,0.807477,1.14039,10,0.79787,0.191313,1.96464,6.90766,0.222926,0.172781,0.994718
28320,7,503,497,1000,0.804081,1.14175,10,0.794623,0.192321,1.98807,7.4672,0.223488,0.174601,0.994037
28330,7,494,506,1000,0.80079,1.14347,10,0.796005,0.197538,2.02429,6.97166,0.226722,0.179214,0.997415
28340,7,471,529,1000,0.801272,1.13294,10,0.785746,0.195459,2.12314,7.40127,0.229623,0.175706,0.987765
28350,7,498,502,1000,0.802953,1.13449,10,0.795913,0.195439,2.00803,6.60843,0.227798,0.175765,0.998019
28360,7,501,499,1000,0.802389,1.13494,10,0.790295,0.194697,1.99601,7.07784,0.225893,0.175548,0.995162
28370,7,489,511,1000,0.803641,1.13966,10,0.805815,0.196791,2.04499,7.18405,0.225038,0.17748,1.00549
28380,7,494,506,1000,0.803744,1.14185,10,0.798129,0.195033,2.02429,7.01619,0.226002,0.175631,1.00005
28390,7,484,516,1000,0.80469,1.15152,10,0.795073,0.193969,2.06612,7.27686,0.225789,0.175054,1.00022
28400,7,520,480,1000,0.807076,1.15583,10,0.809468,0.194078,1.92308,6.86154,0.219179,0.174338,0.993587
28410,7,494,506,1000,0.811037,1.15732,10,0.812038,0.189105,2.02429,7.23077,0.219272,0.17082,0.990609
28420,7,505,495,1000,0.811601,1.15705,10,0.80691,0.186967,1.9802,7.08317,0.215191,0.169228,0.999361
28430,7,503,497,1000,0.815126,1.17873,10,0.806314,0.183139,1.98807,7.57455,0.217647,0.166259,0.986238
28440,7,514,486,1000,0.816483,1.17503,10,0.818198,0.184037,1.94553,7.23541,0.212016,0.165228,1.00512
28450,7,506,494,1000,0.818422,1.17603,10,0.816722,0.181443,1.97628,7.24308,0.216677,0.164348,1.00366
28460,7,503,497,1000,0.819418,1.17687,10,0.82424,0.179885,1.98807,7.08748,0.206479,0.162553,1.00418
28470,7,499,501,1000,0.819686,1.18265,10,0.806828,0.176689,2.00401,7.64729,0.204658,0.160494,1.00541
28480,7,510,490,1000,0.818049,1.18278,10,0.828997,0.183728,1.96078,7.37451,0.209414,0.16763,1.00637
28490,7,495,505,1000,0.820373,1.17334,10,0.827016,0.18024,2.0202,8.19192,0.209059,0.163659,1.00894
28500,7,469,531,1000,0.820862,1.17098,10,0.813974,0.177173,2.1322,7.97228,0.208443,0.161868,1.00097
28510,7,504,496,1000,0.815335,1.17308,10,0.835031,0.188626,1.98413,7.39484,0.216233,0.170148,1.0077
28520,7,541,459,1000,0.819109,1.16982,10,0.822591,0.181133,1.84843,6.96488,0.214647,0.165914,0.999945
28530,7,513,487,1000,0.818576,1.16992,10,0.823135,0.182723,1.94932,7.09747,0.213843,0.165391,1.00419
28540,7,470,530,1000,0.819661,1.17202,10,0.826239,0.18148,2.12766,7.7383,0.21119,0.163847,1.00269
28550,7,476,524,1000,0.821712,1.16959,10,0.839966,0.182614,2.10084,7.57143,0.213718,0.166094,1.00293
28560,7,498,502,1000,0.822826,1.17018,10,0.826748,0.178501,2.00803,6.98996,0.210219,0.162744,1.00819
28570,7,479,521,1000,0.822618,1.17188,10,0.799028,0.172749,2.08768,8.06472,0.203489,0.157146,0.981984
28580,7,493,507,1000,0.825997,1.1595,10,0.809838,0.170714,2.0284,7.74645,0.202272,0.157167,0.975646
28590,7,500,500,1000,0.825698,1.16182,10,0.823135,0.173612,2,8.192,0.202975,0.158871,1.00283
28600,7,489,511,1000,0.826603,1.17197,10,0.831418,0.173857,2.04499,8.05726,0.20181,0.158922,0.997279
28610,7,492,508,1000,0.824395,1.17064,10,0.827289,0.177162,2.03252,8.34146,0.206306,0.161092,1.00229
28620,7,490,510,1000,0.826152,1.1725,10,0.852725,0.178136,2.04082,7.90408,0.202277,0.162153,1.01595
28630,7,478,522,1000,0.824504,1.17205,10,0.833319,0.176446,2.09205,7.65481,0.20687,0.160432,0.999178
28640,7,499,501,1000,0.827107,1.17369,10,0.823091,0.17166,2.00401,8.08016,0.200331,0.157069,1.00115
28650,7,485,515,1000,0.82362,1.17105,10,0.832702,0.178617,2.06186,7.45361,0.207494,0.161044,1.00548
28660,7,493,507,1000,0.820738,1.17335,10,0.821255,0.178928,2.0284,7.83773,0.211204,0.161982,0.997562
28670,7,490,510,1000,0.818728,1.16916,10,0.844176,0.186977,2.04082,7.48776,0.213425,0.170102,1.02574
28680,7,484,516,1000,0.818582,1.16627,10,0.823475,0.182124,2.06612,7.55785,0.211009,0.164438,1.00692
28690,7,481,519,1000,0.820453,1.16942,10,0.821734,0.179559,2.079,7.70686,0.20836,0.163721,1.0013
28700,7,492,508,1000,0.817697,1.16961,10,0.814391,0.182112,2.03252,7.44715,0.210292,0.163164,1.00135
28710,7,511,489,1000,0.816106,1.16199,10,0.807489,0.18153,1.95695,7.12133,0.2104,0.164177,0.993312
28720,7,509,491,1000,0.816238,1.15746,10,0.812521,0.183538,1.96464,7.01768,0.210529,0.165648,0.993957
28730,7,489,511,1000,0.815494,1.16316,10,0.807762,0.184002,2.04499,7.06544,0.212942,0.167026,0.997883
28740,7,489,511,1000,0.819275,1.16716,10,0.812212,0.17943,2.04499,8.42945,0.206946,0.162814,1.00299
28750,7,498,502,1000,0.81993,1.15854,10,0.807171,0.177426,2.00803,7.61446,0.210608,0.160148,0.989597
28760,7,489,511,1000,0.81781,1.15488,10,0.825033,0.183626,2.04499,7.21268,0.208004,0.165701,1.01258
28770,7,480,520,1000,0.817671,1.14459,10,0.825761,0.184222,2.08333,7.85625,0.213363,0.165688,1.00341
28780,7,507,493,1000,0.812246,1.13791,10,0.83536,0.191382,1.97239,6.8501,0.214722,0.172664,1.00217
28790,7,503,497,1000,0.816118,1.15507,10,0.824335,0.184843,1.98807,7.36382,0.217165,0.167086,1.00524
28800,7,526,474,1000,0.817104,1.16205,10,0.81907,0.183501,1.90114,6.64259,0.213114,0.166174,0.989726
28810,7,515,485,1000,0.816985,1.16384,10,0.818568,0.183946,1.94175,7.03689,0.213986,0.167184,1.00816
28820,7,530,470,1000,0.817415,1.16013,10,0.825615,0.184689,1.88679,6.94151,0.213671,0.167415,1.0037
28830,7,477,523,1000,0.817904,1.16427,10,0.807579,0.180534,2.09644,7.79665,0.211996,0.16349,0.985802
28840,7,503,497,1000,0.815615,1.1584,10,0.841666,0.189912,1.98807,7.43141,0.21666,0.172412,1.00225
28850,7,487,513,1000,0.816693,1.15654,10,0.813633,0.181823,2.05339,8.28337,0.211669,0.164578,0.986159
28860,7,513,487,1000,0.814606,1.15454,10,0.822275,0.187676,1.94932,7.00585,0.214111,0.170801,1.01166
28870,7,497,503,1000,0.816206,1.15797,10,0.832309,0.187865,2.01207,7.04225,0.214315,0.170585,1.01486
28880,7,502,498,1000,0.817262,1.15513,10,0.812229,0.181691,1.99203,6.98805,0.213054,0.164951,0.979591
28890,7,489,511,1000,0.818282,1.14963,10,0.825458,0.184577,2.04499,7.58282,0.212595,0.167587,0.996717
28900,7,496,504,1000,0.819612,1.14383,10,0.83111,0.183546,2.01613,7.39113,0.209682,0.167316,1.0016
28910,7,516,484,1000,0.817145,1.14538,10,0.811212,0.180391,1.93798,7.43217,0.205086,0.164121,1.00112
28920,7,511,489,1000,0.81692,1.14544,10,0.817304,0.182602,1.95695,7.39726,0.21192,0.165354,0.996475
28930,7,497,503,1000,0.815691,1.14991,10,0.833591,0.189421,2.01207,7.40845,0.217332,0.170718,1.02181
28940,7,488,512,1000,0.815207,1.15353,10,0.8231,0.187159,2.04918,7.68238,0.214373,0.16904,0.996963
28950,7,491,509,1000,0.816392,1.15389,10,0.821836,0.184144,2.03666,7.71894,0.212799,0.168134,1.00716
28960,7,501,499,1000,0.816631,1.15656,10,0.828744,0.185666,1.99601,6.9501,0.212363,0.168972,1.00745
28970,7,526,474,1000,0.815268,1.16019,10,0.826657,0.187221,1.90114,6.30798,0.213916,0.169913,1.01003
28980,7,486,514,1000,0.814144,1.15759,10,0.796944,0.181881,2.05761,8.04527,0.211228,0.16535,0.982721
28990,7,507,493,1000,0.818119,1.15726,10,0.830737,0.183661,1.97239,7.43393,0.208996,0.166983,0.999968
29000,7,502,498,1000,0.81542,1.1599,10,0.815787,0.185133,1.99203,7.34861,0.212572,0.168173,1.00126
29010,7,500,500,1000,0.816092,1.15694,10,0.797122,0.181276,2,7.318,0.213413,0.164253,0.990288
29020,7,510,490,1000,0.81489,1.16421,10,0.808201,0.1818,1.96078,7.41569,0.208613,0.165638,1.00152
29030,7,481,519,1000,0.816039,1.16515,10,0.805775,0.181989,2.079,8.10187,0.207708,0.164599,0.986118
29040,7,489,511,1000,0.815021,1.17243,10,0.823264,0.186673,2.04499,8.12679,0.211944,0.169067,1.01216
29050,7,499,501,1000,0.8164,1.17452,10,0.816402,0.184263,2.00401,7.47695,0.211682,0.167118,1.00353
29060,7,476,524,1000,0.820049,1.17653,10,0.825409,0.18196,2.10084,7.64706,0.207553,0.163026,1.00572
29070,7,501,499,1000,0.820113,1.17556,10,0.808282,0.176242,1.99601,7.60878,0.205853,0.159209,0.994611
29080,7,519,481,1000,0.817108,1.16648,10,0.812055,0.181873,1.92678,7.39884,0.212571,0.16562,0.988629
29090,7,486,514,1000,0.8186,1.17444,10,0.811587,0.178025,2.05761,7.88477,0.208077,0.161699,0.994944
29100,7,502,498,1000,0.817432,1.17093,10,0.842989,0.188164,1.99203,7.44622,0.215139,0.170191,1.00545
29110,7,475,525,1000,0.819274,1.1689,10,0.795848,0.1755,2.10526,7.95368,0.208621,0.160407,0.983069
29120,7,490,510,1000,0.818793,1.16282,10,0.813431,0.179732,2.04082,8.1102,0.209561,0.162512,1.00068
29130,7,522,478,1000,0.8191,1.15756,10,0.823567,0.182293,1.91571,7.1341,0.212241,0.164558,1.01346
29140,7,525,475,1000,0.816773,1.15338,10,0.806252,0.18053,1.90476,6.68571,0.21165,0.163853,0.996806
29150,7,516,484,1000,0.815645,1.16766,10,0.822891,0.18673,1.93798,6.86434,0.214955,0.168333,1.00385
29160,7,484,516,1000,0.818994,1.15527,10,0.816047,0.18005,2.06612,7.77479,0.20955,0.163114,0.994231
29170,7,518,482,1000,0.819205,1.15015,10,0.821857,0.1816,1.9305,7.28958,0.210054,0.164756,1.00462
29180,7,511,489,1000,0.82103,1.15654,10,0.83255,0.180071,1.95695,7.41096,0.206141,0.164348,1.0098
29190,7,493,507,1000,0.820635,1.16063,10,0.814319,0.177971,2.0284,7.52535,0.208936,0.16271,1.00257
29200,7,502,498,1000,0.818024,1.16448,10,0.827548,0.18537,1.99203,7.34661,0.215458,0.167539,1.01682
29210,7,488,512,1000,0.819043,1.1611,10,0.82163,0.182058,2.04918,7.22541,0.212741,0.165901,0.999039
29220,7,491,509,1000,0.816568,1.16072,10,0.8269,0.185352,2.03666,7.62933,0.21406,0.168555,1.01205
29230,7,512,488,1000,0.819457,1.15788,10,0.812397,0.178891,1.95312,7.45508,0.207923,0.163411,0.986373
29240,7,515,485,1000,0.818146,1.16145,10,0.820725,0.183497,1.94175,7.00583,0.215016,0.165592,1.00601
29250,7,492,508,1000,0.81796,1.16206,10,0.80964,0.180921,2.03252,7.29472,0.213498,0.163941,1.0028
29260,7,501,499,1000,0.819059,1.16237,10,0.801465,0.176551,1.99601,7.06587,0.210569,0.160684,0.994658
29270,7,506,494,1000,0.819059,1.15938,10,0.823129,0.183935,1.97628,6.73715,0.21424,0.167651,1.00068
29280,7,493,507,1000,0.817508,1.15913,10,0.812954,0.182275,2.0284,7.05477,0.211793,0.164919,0.9966
29290,7,496,504,1000,0.817179,1.15797,10,0.84569,0.189809,2.01613,7.05847,0.216329,0.172719,1.01386
29300,7,497,503,1000,0.815074,1.1571,10,0.837614,0.188794,2.01207,6.83903,0.218221,0.170611,1.00817
29310,7,507,493,1000,0.817157,1.15766,10,0.81394,0.181604,1.97239,7.3215,0.213923,0.164783,0.998363
29320,7,490,510,1000,0.814483,1.14524,10,0.820726,0.186691,2.04082,7.1102,0.215802,0.170627,1.00136
29330,7,517,483,1000,0.812462,1.1368,10,0.809891,0.186355,1.93424,6.96325,0.215731,0.168627,1.00947
29340,7,522,478,1000,0.814685,1.13613,10,0.805672,0.183178,1.91571,7.1092,0.213444,0.166063,0.990719
29350,7,500,500,1000,0.813182,1.13103,10,0.811469,0.185823,2,6.74,0.215693,0.167431,0.993039
29360,7,495,505,1000,0.81255,1.13946,10,0.798669,0.18475,2.0202,7.33333,0.215658,0.168319,0.987523
29370,7,484,516,1000,0.812338,1.13762,10,0.820395,0.190189,2.06612,7.77273,0.217506,0.172131,1.00147
29380,7,478,522,1000,0.812879,1.13538,10,0.808823,0.186475,2.09205,7.38912,0.215422,0.1687,1.00973
29390,7,486,514,1000,0.812722,1.13369,10,0.80259,0.185153,2.05761,7.55556,0.215449,0.168365,0.992599
29400,7,466,534,1000,0.812209,1.13422,10,0.80473,0.186387,2.14592,7.75107,0.217461,0.169741,0.984207
29410,7,506,494,1000,0.810791,1.14429,10,0.801271,0.185868,1.97628,7.41107,0.215383,0.168203,0.993361
29420,7,511,489,1000,0.80842,1.14345,10,0.815786,0.194679,1.95695,6.55186,0.224163,0.175391,0.997558
29430,7,490,510,1000,0.806734,1.13864,10,0.809888,0.193976,2.04082,6.7551,0.224194,0.174439,1.00205
29440,7,475,525,1000,0.807686,1.14049,10,0.814286,0.193743,2.10526,7.41895,0.223016,0.174198,0.999404
29450,7,483,517,1000,0.807409,1.15021,10,0.812505,0.193645,2.07039,7.43478,0.223015,0.174991,0.999396
29460,7,507,493,1000,0.807869,1.14516,10,0.801559,0.191174,1.97239,7.15187,0.221323,0.171906,1.00272
29470,7,494,506,1000,0.805153,1.13813,10,0.798734,0.193398,2.02429,6.63765,0.223114,0.175971,1.00245
29480,7,510,490,1000,0.807966,1.14154,10,0.811468,0.191688,1.96078,7.22157,0.221984,0.173976,1.00909
29490,7,513,487,1000,0.810407,1.14403,10,0.822711,0.19269,1.94932,6.94932,0.220882,0.174828,1.0105
29500,7,509,491,1000,0.811071,1.13406,10,0.797491,0.185504,1.96464,7.59528,0.215144,0.167028,0.99191
29510,7,484,516,1000,0.813118,1.13369,10,0.812205,0.185905,2.06612,7.80579,0.21154,0.168301,1.00464
29520,7,481,519,1000,0.811041,1.12889,10,0.818684,0.191122,2.079,7.26819,0.216351,0.171607,1.00294
29530,7,478,522,1000,0.80945,1.13287,10,0.807024,0.190328,2.09205,7.45816,0.220726,0.171301,1.00562
29540,7,506,494,1000,0.810021,1.14525,10,0.81648,0.191744,1.97628,7.61858,0.217003,0.172616,0.99641
29550,7,515,485,1000,0.805318,1.12875,10,0.804048,0.194464,1.94175,6.33981,0.224717,0.175074,0.995023
29560,7,497,503,1000,0.804927,1.13804,10,0.792279,0.192693,2.01207,6.77264,0.224398,0.172742,0.986867
29570,7,517,483,1000,0.805141,1.13244,10,0.804209,0.194244,1.93424,6.81044,0.225,0.176271,0.999088
29580,7,493,507,1000,0.807384,1.13028,10,0.819397,0.19614,2.0284,6.74645,0.224056,0.176276,1.01332
29590,7,505,495,1000,0.805265,1.12986,10,0.798629,0.193145,1.9802,6.37426,0.225203,0.17365,0.988251
29600,7,486,514,1000,0.805333,1.13048,10,0.79472,0.191493,2.05761,7.50617,0.221188,0.173127,0.994765
29610,7,520,480,1000,0.807651,1.13767,10,0.81208,0.193501,1.92308,6.68462,0.222578,0.173373,1.00282
29620,7,485,515,1000,0.804548,1.13956,10,0.779373,0.19043,2.06186,7.4268,0.225254,0.172561,0.976838
29630,7,506,494,1000,0.803691,1.14354,10,0.789533,0.193857,1.97628,7.29842,0.227454,0.174841,1.00266
29640,7,509,491,1000,0.805732,1.1456,10,0.813997,0.1964,1.96464,6.56189,0.226379,0.1784,1.00014
29650,7,511,489,1000,0.802841,1.14592,10,0.802518,0.197218,1.95695,6.36791,0.224795,0.177663,0.99098
29660,7,503,497,1000,0.802996,1.15034,10,0.79167,0.194661,1.98807,6.52286,0.224928,0.175848,1.00017
29670,7,490,510,1000,0.803953,1.15824,10,0.791863,0.192713,2.04082,7.06735,0.224232,0.173684,0.981155
29680,7,512,488,1000,0.804805,1.15918,10,0.806472,0.196265,1.95312,6.33789,0.226396,0.176161,1.00157
29690,7,495,505,1000,0.804122,1.16697,10,0.811917,0.198706,2.0202,6.97374,0.224025,0.177663,0.997756
29700,7,489,511,1000,0.80792,1.1668,10,0.812561,0.194786,2.04499,6.83436,0.221606,0.174542,1.00521
29710,7,511,489,1000,0.806572,1.17543,10,0.82053,0.19655,1.95695,6.48141,0.223869,0.176544,1.00595
29720,7,476,524,1000,0.806057,1.17889,10,0.806426,0.194083,2.10084,7.21849,0.223506,0.174507,0.998831
29730,7,479,521,1000,0.805143,1.17332,10,0.800253,0.193376,2.08768,7.15449,0.222002,0.175407,0.988353
29740,7,516,484,1000,0.806446,1.17516,10,0.803574,0.192971,1.93798,6.78876,0.224295,0.175239,0.996182
29750,7,512,488,1000,0.807171,1.17147,10,0.795349,0.190761,1.95312,6.35547,0.223809,0.171412,1.00805
29760,7,489,511,1000,0.806841,1.1746,10,0.798616,0.190725,2.04499,7.18405,0.223491,0.17234,0.993496
29770,7,489,511,1000,0.805364,1.16864,10,0.815383,0.196884,2.04499,7.14519,0.226205,0.176457,1.01175
29780,7,512,488,1000,0.807467,1.16772,10,0.806365,0.192339,1.95312,7.29688,0.223472,0.173948,1.00816
29790,7,511,489,1000,0.813662,1.18295,10,0.812076,0.185672,1.95695,7.01761,0.217529,0.167409,1.00191
29800,7,489,511,1000,0.811756,1.18531,10,0.810306,0.18632,2.04499,7.80982,0.213378,0.169134,1.0094
29810,7,483,517,1000,0.811996,1.18429,10,0.801279,0.185571,2.07039,7.19669,0.21536,0.167182,0.999863
