Time,Rep,PopSizeF,PopSizeM,PopSize,Sex,p,chi,tau,t,gamma,surviving_offspring_nr,dead_offspring_nr,Res,NrRejections,NrMatings
500,7,515,485,1000,1,0.294331,10,0.204426,20033,20033,2,1,0.599782,0,3
500,7,515,485,1000,1,0.173231,10,0.204426,20033,20033,2,2,1.0985,0,4
500,7,515,485,1000,1,0.294331,10,0.216501,20033,20033,1,2,1.24034,0,3
500,7,515,485,1000,1,0.294331,10,0.204111,20033,20033,3,5,1.43181,0,8
500,7,515,485,1000,1,0.301186,10,0.216501,20033,20033,2,0,0.86756,0,2
500,7,515,485,1000,1,0.294331,10,0.216501,20033,20033,3,0,0.715935,0,3
500,7,515,485,1000,1,0.196279,10,0.19014,20033,20033,3,2,1.38427,0,5
500,7,515,485,1000,1,0.242587,10,0.222369,20033,20033,0,6,0.995409,0,6
500,7,515,485,1000,1,0.206386,10,0.197423,20033,20033,3,2,0.733407,0,5
500,7,515,485,1000,1,0.177577,10,0.204426,20033,20033,1,0,1.02102,0,1
500,7,515,485,1000,1,0.494699,10,0.204426,20033,20033,2,1,1.17905,0,3
500,7,515,485,1000,1,0.294331,10,0.199388,20033,20033,1,1,1.43873,0,2
500,7,515,485,1000,1,0.178019,10,0.19014,20033,20033,2,1,0.865708,0,3
500,7,515,485,1000,1,0.289302,10,0.211396,20033,20033,0,3,0.548891,0,3
500,7,515,485,1000,1,0.209095,10,0.204426,20033,20033,0,2,0.728429,0,2
500,7,515,485,1000,1,0.244948,10,0.199388,20033,20033,0,1,1.20482,0,1
500,7,515,485,1000,1,0.352411,10,0.19014,20033,20033,3,3,0.639842,0,6
500,7,515,485,1000,1,0.232291,10,0.15945,20033,20033,2,0,1.01919,0,2
500,7,515,485,1000,1,0.209095,10,0.19014,20033,20033,3,1,1.41698,0,4
500,7,515,485,1000,1,0.294331,10,0.172104,20033,20033,3,1,1.31307,0,4
500,7,515,485,1000,1,0.209095,10,0.204426,20033,20033,1,1,1.13781,0,2
500,7,515,485,1000,1,0.294331,10,0.165038,20033,20033,2,1,0.784048,0,3
500,7,515,485,1000,1,0.267019,10,0.204426,20033,20033,4,1,1.16297,0,5
500,7,515,485,1000,1,0.177577,10,0.182331,20033,20033,0,1,1.15696,0,1
500,7,515,485,1000,1,0.294331,10,0.207313,20033,20033,1,1,0.513951,0,2
500,7,515,485,1000,1,0.257277,10,0.211396,20033,20033,1,1,0.811457,0,2
500,7,515,485,1000,1,0.177577,10,0.165174,20033,20033,2,4,1.13427,0,6
500,7,515,485,1000,1,0.352411,10,0.182331,20033,20033,1,0,0.679363,0,1
500,7,515,485,1000,1,0.173231,10,0.19014,20033,20033,1,3,1.38433,0,4
500,7,515,485,1000,1,0.33624,10,0.204426,20033,20033,3,3,1.15763,0,6
500,7,515,485,1000,1,0.352411,10,0.216411,20033,20033,0,2,1.2754,0,2
500,7,515,485,1000,1,0.209095,10,0.204111,20033,20033,1,1,1.08491,0,2
500,7,515,485,1000,1,0.294331,10,0.217913,20033,20033,0,0,0.773155,0,0
500,7,515,485,1000,1,0.294331,10,0.216411,20033,20033,1,4,0.975884,0,5
500,7,515,485,1000,1,0.209095,10,0.19014,20033,20033,4,2,0.892404,0,6
500,7,515,485,1000,1,0.294331,10,0.19014,20033,20033,4,1,1.42216,0,5
500,7,515,485,1000,1,0.327464,10,0.220307,20033,20033,4,4,1.2074,0,8
500,7,515,485,1000,1,0.352411,10,0.204426,20033,20033,2,1,0.871863,0,3
500,7,515,485,1000,1,0.294331,10,0.214542,20033,20033,0,4,1.0175,0,4
500,7,515,485,1000,1,0.225401,10,0.215741,20033,20033,1,2,1.49802,0,3
500,7,515,485,1000,1,0.209095,10,0.204426,20033,20033,3,2,1.00408,0,5
500,7,515,485,1000,1,0.352411,10,0.217913,20033,20033,1,1,1.03831,0,2
500,7,515,485,1000,1,0.143718,10,0.182331,20033,20033,3,1,0.882697,0,4
500,7,515,485,1000,1,0.233372,10,0.204426,20033,20033,0,0,1.49324,0,0
500,7,515,485,1000,1,0.352411,10,0.204111,20033,20033,2,2,1.23823,0,4
500,7,515,485,1000,1,0.294331,10,0.214542,20033,20033,1,0,1.09051,0,1
500,7,515,485,1000,1,0.334713,10,0.199388,20033,20033,3,0,0.911271,0,3
500,7,515,485,1000,1,0.233372,10,0.249865,20033,20033,3,3,0.657975,0,6
500,7,515,485,1000,1,0.24906,10,0.182331,20033,20033,3,3,1.36131,0,6
500,7,515,485,1000,1,0.21923,10,0.19014,20033,20033,6,3,1.13013,0,9
500,7,515,485,1000,1,0.24906,10,0.204111,20033,20033,0,1,1.47169,0,1
500,7,515,485,1000,1,0.352411,10,0.214542,20033,20033,2,0,1.17851,0,2
500,7,515,485,1000,1,0.191122,10,0.15945,20033,20033,4,2,1.09082,0,6
500,7,515,485,1000,1,0.294331,10,0.168184,20033,20033,4,0,1.09473,0,4
500,7,515,485,1000,1,0.233372,10,0.216501,20033,20033,3,1,1.409,0,4
500,7,515,485,1000,1,0.294331,10,0.19014,20033,20033,1,2,1.43054,0,3
500,7,515,485,1000,1,0.177577,10,0.211396,20033,20033,2,1,0.656072,0,3
500,7,515,485,1000,1,0.352411,10,0.216411,20033,20033,3,2,0.986542,0,5
500,7,515,485,1000,1,0.232291,10,0.204426,20033,20033,1,1,0.628689,0,2
500,7,515,485,1000,1,0.334713,10,0.204426,20033,20033,3,1,1.10571,0,4
500,7,515,485,1000,1,0.257277,10,0.19014,20033,20033,5,1,1.14464,0,6
500,7,515,485,1000,1,0.352411,10,0.217913,20033,20033,6,5,0.607081,0,11
500,7,515,485,1000,1,0.24906,10,0.204426,20033,20033,4,1,1.13707,0,5
