Time,Rep,PopSizeF,PopSizeM,PopSize,Sex,p,chi,tau,t,gamma,surviving_offspring_nr,dead_offspring_nr,Res,NrRejections,NrMatings
10000,7,505,495,1000,1,0.651165,10,0.520275,20033,20033,2,3,0.757275,0,5
10000,7,505,495,1000,1,0.704726,10,0.487633,20033,20033,3,1,1.31633,0,4
10000,7,505,495,1000,1,0.580406,10,0.484772,20033,20033,2,2,0.508128,0,4
10000,7,505,495,1000,1,0.580406,10,0.520275,20033,20033,1,2,1.4619,0,3
10000,7,505,495,1000,1,0.673994,10,0.465839,20033,20033,1,4,0.863556,0,5
10000,7,505,495,1000,1,0.669687,10,0.4279,20033,20033,1,5,1.4395,0,6
10000,7,505,495,1000,1,0.637447,10,0.44722,20033,20033,3,3,0.702408,0,6
10000,7,505,495,1000,1,0.724448,10,0.465839,20033,20033,0,2,0.886113,0,2
10000,7,505,495,1000,1,0.761819,10,0.465839,20033,20033,1,1,0.870083,0,2
10000,7,505,495,1000,1,0.713972,10,0.452334,20033,20033,5,2,1.09124,0,7
10000,7,505,495,1000,1,0.580406,10,0.504037,20033,20033,2,3,1.41428,0,5
10000,7,505,495,1000,1,0.64553,10,0.450626,20033,20033,1,1,0.709796,0,2
10000,7,505,495,1000,1,0.672226,10,0.44722,20033,20033,0,4,0.546254,0,4
10000,7,505,495,1000,1,0.704726,10,0.509869,20033,20033,3,1,0.520914,0,4
10000,7,505,495,1000,1,0.634721,10,0.44722,20033,20033,0,1,1.20967,0,1
10000,7,505,495,1000,1,0.672226,10,0.509869,20033,20033,0,0,0.870649,0,0
10000,7,505,495,1000,1,0.620251,10,0.504709,20033,20033,2,3,1.23874,0,5
10000,7,505,495,1000,1,0.589176,10,0.443845,20033,20033,1,2,1.10422,0,3
10000,7,505,495,1000,1,0.677655,10,0.487633,20033,20033,1,2,0.561342,0,3
10000,7,505,495,1000,1,0.620251,10,0.443845,20033,20033,3,2,1.36745,0,5
10000,7,505,495,1000,1,0.619322,10,0.485833,20033,20033,3,0,1.4848,0,3
10000,7,505,495,1000,1,0.651165,10,0.4279,20033,20033,2,3,1.35794,0,5
10000,7,505,495,1000,1,0.605986,10,0.504037,20033,20033,4,2,0.541001,0,6
10000,7,505,495,1000,1,0.760789,10,0.465839,20033,20033,1,1,0.719574,0,2
10000,7,505,495,1000,1,0.677655,10,0.509869,20033,20033,1,9,0.596519,0,10
10000,7,505,495,1000,1,0.613749,10,0.443845,20033,20033,2,5,0.850088,0,7
10000,7,505,495,1000,1,0.524054,10,0.452334,20033,20033,4,3,0.671247,0,7
10000,7,505,495,1000,1,0.57116,10,0.428042,20033,20033,3,5,0.722282,0,8
10000,7,505,495,1000,1,0.608106,10,0.443845,20033,20033,3,2,1.36306,0,5
10000,7,505,495,1000,1,0.637447,10,0.506812,20033,20033,2,0,0.910096,0,2
10000,7,505,495,1000,1,0.564428,10,0.465839,20033,20033,3,3,0.856637,0,6
10000,7,505,495,1000,1,0.56534,10,0.495611,20033,20033,1,4,1.46971,0,5
10000,7,505,495,1000,1,0.557998,10,0.553751,20033,20033,1,6,0.810088,0,7
10000,7,505,495,1000,1,0.580406,10,0.428042,20033,20033,1,2,1.09175,0,3
10000,7,505,495,1000,1,0.651165,10,0.476185,20033,20033,3,3,0.776452,0,6
10000,7,505,495,1000,1,0.760789,10,0.44722,20033,20033,2,2,1.07411,0,4
10000,7,505,495,1000,1,0.601371,10,0.465839,20033,20033,0,0,0.909305,0,0
